Date,Open,High,Low,Close,Adj Close,Volume
2014-06-06,23900.099609,24548.000000,23900.099609,24340.199219,24215.068359,9635
2014-06-09,24150.000000,24635.000000,24122.000000,24585.900391,24459.501953,4142
2014-06-10,24560.000000,24634.699219,24192.900391,24242.800781,24118.171875,6130
2014-06-11,24265.099609,24599.000000,23655.000000,23785.300781,23663.017578,7476
2014-06-12,23784.000000,24085.000000,23705.599609,23866.900391,23744.201172,2877
2014-06-13,23800.000000,24079.199219,23200.000000,23279.099609,23159.423828,5082
2014-06-16,23250.000000,23410.000000,22448.900391,22804.599609,22687.359375,6487
2014-06-17,22801.699219,23550.000000,22801.699219,23469.300781,23348.646484,5179
2014-06-18,23400.000000,23888.000000,23400.000000,23483.900391,23363.169922,5118
2014-06-19,23332.000000,23749.900391,23200.000000,23312.199219,23192.353516,2692
2014-06-20,23263.000000,23500.000000,23110.099609,23180.500000,23061.332031,1916
2014-06-23,23300.000000,23697.900391,23250.000000,23610.900391,23489.517578,4893
2014-06-24,23601.000000,24048.000000,23601.000000,23798.099609,23675.753906,5502
2014-06-25,23521.000000,23950.000000,23406.000000,23490.599609,23369.835938,5333
2014-06-26,23580.000000,23687.000000,22986.900391,23159.099609,23040.035156,10634
2014-06-27,23340.000000,23550.000000,23110.500000,23176.300781,23057.152344,5171
2014-06-30,23199.599609,23670.000000,23199.599609,23611.599609,23490.212891,3791
2014-07-01,23699.800781,23775.000000,23500.000000,23649.800781,23528.218750,2941
2014-07-02,23750.000000,24034.500000,23658.800781,23866.099609,23743.406250,8725
2014-07-03,23875.000000,24049.000000,23550.000000,23732.400391,23610.394531,3469
2014-07-04,23970.000000,23970.000000,23572.599609,23742.400391,23620.343750,3614
2014-07-07,23750.000000,23859.900391,23540.000000,23620.800781,23499.367188,2195
2014-07-08,23750.000000,23750.000000,22766.000000,22957.800781,22839.771484,4275
2014-07-09,23001.000000,23250.000000,22651.099609,22833.599609,22716.212891,4559
2014-07-10,22801.199219,23132.800781,22050.000000,22445.099609,22329.708984,10259
2014-07-11,22500.000000,22660.000000,21360.099609,21617.099609,21505.970703,7696
2014-07-14,21617.099609,21899.000000,21001.000000,21513.900391,21403.300781,4221
2014-07-15,21655.000000,21988.000000,21610.000000,21906.800781,21794.177734,3130
2014-07-16,22460.000000,22924.199219,21625.000000,22821.300781,22703.974609,10086
2014-07-17,22700.000000,23350.099609,22700.000000,23288.599609,23168.871094,7536
2014-07-18,23099.000000,23474.900391,22880.000000,23311.699219,23191.855469,6292
2014-07-21,23335.099609,23549.000000,23130.099609,23211.800781,23092.470703,3476
2014-07-22,23399.000000,23399.000000,22905.000000,22992.099609,22873.896484,4349
2014-07-23,22999.000000,24768.699219,22450.000000,24332.300781,24207.208984,59158
2014-07-24,24499.000000,24680.699219,23701.199219,23858.099609,23735.445313,19603
2014-07-25,24089.000000,24089.000000,23336.599609,23719.699219,23597.755859,5951
2014-07-28,23725.000000,23990.000000,23500.000000,23594.400391,23473.103516,3640
2014-07-30,23594.400391,23749.000000,23312.000000,23584.699219,23463.449219,3682
2014-07-31,23600.000000,23675.000000,23255.800781,23337.199219,23217.222656,4987
2014-08-01,23265.000000,23950.000000,22999.900391,23324.199219,23204.289063,9108
2014-08-04,23280.099609,23750.000000,23280.099609,23694.599609,23572.787109,4992
2014-08-05,23626.000000,23899.000000,23500.000000,23788.400391,23666.103516,3552
2014-08-06,23555.199219,23868.900391,23430.000000,23524.199219,23406.216797,6894
2014-08-07,23484.199219,23685.000000,23350.099609,23585.099609,23466.808594,4190
2014-08-08,23504.000000,23749.800781,23360.000000,23434.300781,23316.765625,2867
2014-08-11,23795.000000,23797.900391,23238.000000,23360.199219,23243.035156,4763
2014-08-12,23336.000000,23599.000000,23336.000000,23399.800781,23282.439453,3665
2014-08-13,23360.000000,23567.800781,23275.000000,23329.699219,23212.685547,3867
2014-08-14,23300.000000,23470.000000,23260.000000,23364.900391,23247.712891,1704
2014-08-18,23364.900391,24150.000000,23275.099609,24097.900391,23977.035156,5525
2014-08-19,24050.000000,24444.000000,23815.199219,24315.599609,24193.642578,5648
2014-08-20,24299.000000,24299.000000,24020.099609,24163.800781,24042.607422,3215
2014-08-21,24165.000000,24345.000000,24025.000000,24214.800781,24093.349609,3649
2014-08-22,24250.000000,24400.000000,24199.199219,24325.199219,24203.195313,2579
2014-08-25,24325.199219,24379.900391,24065.000000,24112.900391,23991.962891,2870
2014-08-26,24005.099609,24211.900391,23900.000000,24047.300781,23926.689453,3073
2014-08-27,24112.900391,24320.000000,24002.099609,24255.400391,24133.748047,2907
2014-08-28,24013.000000,24270.000000,23953.199219,24030.900391,23910.376953,2561
2014-09-01,24030.900391,25299.000000,24030.900391,25264.199219,25137.486328,14553
2014-09-02,25201.000000,25850.000000,25201.000000,25607.199219,25478.767578,10606
2014-09-03,25600.000000,25797.800781,25151.099609,25605.500000,25477.078125,12641
2014-09-04,25578.000000,27104.400391,25325.099609,26721.199219,26587.181641,21789
2014-09-05,26730.000000,27561.000000,26525.000000,27159.699219,27023.480469,18623
2014-09-08,27170.000000,31099.000000,27159.699219,29580.699219,29432.335938,70854
2014-09-09,29735.000000,30299.900391,29625.000000,29907.599609,29757.597656,32100
2014-09-10,29897.000000,31513.800781,29701.000000,31058.800781,30903.025391,47833
2014-09-11,31200.000000,31700.000000,31010.000000,31260.400391,31103.611328,33972
2014-09-12,31001.000000,31774.900391,31001.000000,31184.900391,31028.494141,20476
2014-09-15,31133.000000,31849.800781,31010.099609,31426.800781,31269.177734,18237
2014-09-16,31570.000000,32098.699219,30150.000000,30292.000000,30140.074219,32147
2014-09-17,30695.000000,31440.000000,30013.000000,31307.000000,31149.980469,31288
2014-09-18,31101.000000,31739.800781,31005.000000,31523.699219,31365.591797,18562
2014-09-19,31570.000000,32120.099609,31450.000000,31748.500000,31589.267578,16044
2014-09-22,31599.000000,31950.000000,31337.000000,31601.199219,31442.707031,11229
2014-09-23,31660.000000,31850.000000,30900.000000,30977.199219,30821.833984,14425
2014-09-24,31012.000000,31470.099609,30701.000000,31340.599609,31183.412109,11627
2014-09-25,31261.000000,31608.000000,30850.000000,30963.300781,30808.001953,12503
2014-09-26,31050.000000,31400.000000,29848.000000,30745.699219,30591.496094,18567
2014-09-29,30800.000000,31190.000000,30708.199219,31036.099609,30880.437500,8361
2014-09-30,30950.000000,32880.000000,30868.599609,32681.900391,32517.984375,37941
2014-10-01,32650.199219,32900.101563,31550.000000,31674.199219,31515.337891,18459
2014-10-07,31674.199219,32285.000000,31499.699219,31853.300781,31693.542969,15962
2014-10-08,31830.000000,32282.000000,31656.000000,32090.300781,31929.349609,10932
2014-10-09,32220.000000,32397.800781,31935.099609,31977.400391,31817.019531,6864
2014-10-10,31950.000000,32348.000000,31586.000000,31675.800781,31516.931641,9986
2014-10-13,31540.000000,31859.900391,31533.199219,31662.900391,31504.093750,6397
2014-10-14,31899.000000,32000.000000,31011.099609,31217.400391,31060.832031,9998
2014-10-15,31217.400391,31217.400391,31217.400391,31217.400391,31060.832031,0
2014-10-16,31209.000000,31575.000000,30132.800781,30482.900391,30330.015625,12136
2014-10-17,30301.000000,30900.000000,30113.000000,30323.199219,30171.113281,6907
2014-10-20,30933.000000,30933.000000,30135.000000,30240.099609,30088.429688,5422
2014-10-21,30266.099609,30960.000000,30222.000000,30634.199219,30480.554688,12106
2014-10-22,30840.000000,30900.000000,30633.900391,30747.800781,30593.587891,4148
2014-10-27,30747.800781,31000.000000,30610.000000,30742.500000,30588.310547,5710
2014-10-28,30712.000000,31239.900391,30674.000000,31067.199219,30911.380859,6874
2014-10-29,31151.099609,31258.000000,30922.199219,31071.400391,30915.560547,5193
2014-10-30,31100.000000,31298.000000,30775.000000,30897.199219,30742.232422,26326
2014-10-31,30999.000000,31774.000000,30952.000000,31315.699219,31158.636719,8708
2014-11-03,31450.000000,32029.900391,31320.099609,31828.199219,31668.566406,9882
2014-11-05,31828.199219,32720.000000,31555.000000,32428.800781,32266.154297,13324
2014-11-07,32428.800781,32667.000000,32101.000000,32336.300781,32174.119141,5103
2014-11-10,32299.000000,32741.000000,32203.199219,32380.800781,32218.394531,6451
2014-11-11,32450.000000,32700.000000,32245.000000,32634.599609,32470.921875,6156
2014-11-12,32675.000000,33390.000000,32145.300781,32286.099609,32124.171875,31378
2014-11-13,32499.900391,32500.000000,32050.500000,32244.800781,32086.058594,5315
2014-11-14,32260.000000,32606.400391,32215.699219,32355.199219,32195.914063,7441
2014-11-17,32679.800781,32770.000000,32210.000000,32621.199219,32460.601563,6337
2014-11-18,32663.000000,33400.000000,32440.000000,32618.000000,32457.419922,6945
2014-11-19,32798.898438,33049.800781,31666.000000,32095.800781,31937.794922,11759
2014-11-20,32271.599609,32300.000000,31700.099609,32044.900391,31887.146484,5399
2014-11-21,31950.000000,32050.000000,31600.000000,31676.099609,31520.158203,7480
2014-11-24,31700.099609,32222.099609,31700.099609,31921.699219,31764.544922,6207
2014-11-25,31990.000000,32178.900391,31520.000000,31714.199219,31558.070313,7214
2014-11-26,31860.000000,33379.898438,31725.000000,32989.699219,32827.289063,47448
2014-11-27,33400.000000,33675.000000,32880.000000,33151.199219,32987.996094,24604
2014-11-28,33298.000000,33980.000000,33200.101563,33543.699219,33378.558594,15032
2014-12-01,33601.101563,33849.898438,33470.000000,33532.800781,33367.714844,7839
2014-12-02,33699.000000,34400.000000,33450.000000,34281.398438,34112.628906,17395
2014-12-03,34330.000000,37697.000000,34225.101563,37496.000000,37311.410156,60690
2014-12-04,37780.000000,39499.000000,37250.199219,37615.199219,37430.015625,73538
2014-12-05,37900.000000,38623.101563,37719.101563,38051.898438,37864.570313,21190
2014-12-08,38150.000000,38640.000000,37400.000000,37831.601563,37645.363281,19849
2014-12-09,37879.898438,38180.000000,36418.000000,37073.199219,36890.683594,23160
2014-12-10,37070.000000,37568.000000,36798.199219,37224.199219,37040.941406,13632
2014-12-11,37453.000000,38024.898438,36535.101563,37674.800781,37489.320313,21434
2014-12-12,37900.000000,38176.000000,37399.898438,37747.398438,37561.566406,12657
2014-12-15,37400.000000,38062.699219,37369.898438,37880.101563,37693.621094,11312
2014-12-16,37514.000000,37899.000000,37025.000000,37210.898438,37027.707031,12109
2014-12-17,37000.101563,37300.000000,34565.101563,35561.199219,35386.128906,27540
2014-12-18,35940.000000,37351.000000,35653.398438,37146.199219,36963.324219,21610
2014-12-19,37599.000000,38314.000000,36700.000000,37871.101563,37684.660156,18894
2014-12-22,38005.000000,38196.898438,37223.898438,37472.601563,37288.117188,12180
2014-12-23,37540.000000,37698.000000,36820.199219,36935.601563,36753.765625,11739
2014-12-24,36999.000000,37250.000000,35786.000000,36186.398438,36008.253906,27999
2014-12-26,36186.398438,37271.398438,36186.398438,36442.898438,36263.492188,7358
2014-12-29,36719.898438,38490.000000,36501.000000,38414.398438,38225.285156,30912
2014-12-30,38411.000000,38650.000000,37800.000000,37923.800781,37737.093750,16378
2014-12-31,37923.800781,38455.101563,37531.898438,37918.601563,37731.925781,14571
2015-01-01,37950.000000,38320.000000,37848.398438,37981.398438,37794.417969,9595
2015-01-02,38150.000000,38400.000000,37981.000000,38192.199219,38004.171875,11099
2015-01-05,38299.000000,39390.000000,38000.000000,38477.300781,38287.875000,38178
2015-01-06,38350.000000,38350.000000,37350.000000,37460.000000,37275.582031,15734
2015-01-07,37499.000000,37724.898438,37011.000000,37381.101563,37197.078125,10795
2015-01-08,37790.000000,38200.000000,37712.601563,38076.500000,37889.042969,13462
2015-01-09,38400.000000,38489.500000,37500.000000,37707.199219,37521.566406,11069
2015-01-12,37799.000000,38300.000000,37611.000000,38094.398438,37906.863281,11590
2015-01-13,38150.000000,38400.000000,38002.398438,38170.101563,37982.191406,9242
2015-01-14,38180.000000,38388.000000,37925.898438,38235.398438,38047.167969,8681
2015-01-15,38460.398438,38798.000000,38011.101563,38321.398438,38132.734375,11451
2015-01-16,38400.000000,39874.101563,38140.000000,39161.800781,38969.007813,24081
2015-01-19,38925.000000,39950.000000,38925.000000,39496.101563,39301.660156,17565
2015-01-20,39700.000000,39980.000000,39400.101563,39513.199219,39318.675781,15524
2015-01-21,39540.000000,39679.898438,38800.101563,38902.601563,38711.085938,8900
2015-01-22,38999.000000,39485.601563,38959.000000,39146.601563,38953.878906,10228
2015-01-23,39550.000000,39599.000000,38420.000000,38728.101563,38537.437500,10573
2015-01-27,38728.101563,40250.000000,38728.101563,39944.601563,39747.953125,20521
2015-01-28,40049.000000,40307.000000,39501.500000,39729.601563,39534.007813,9457
2015-01-29,39900.000000,40100.000000,39599.000000,39901.500000,39705.062500,8400
2015-01-30,40000.000000,40290.000000,39651.000000,40036.898438,39839.796875,7726
2015-02-02,40000.000000,40480.000000,39900.101563,40218.199219,40020.203125,7555
2015-02-03,40397.000000,41150.000000,40253.601563,40623.398438,40423.406250,16966
2015-02-04,40674.000000,40850.000000,39700.000000,40056.300781,39902.320313,8193
2015-02-05,40150.000000,40268.000000,39650.000000,39729.101563,39576.386719,4235
2015-02-06,39850.000000,39974.000000,38500.000000,38837.398438,38688.101563,7886
2015-02-09,38849.898438,38849.898438,37111.000000,37290.101563,37146.753906,9430
2015-02-10,37496.000000,38299.000000,35520.000000,36648.898438,36508.019531,17124
2015-02-11,37199.000000,38048.000000,37000.000000,37877.199219,37731.597656,15305
2015-02-12,38290.000000,41664.898438,38000.000000,40755.199219,40598.535156,59601
2015-02-13,41540.000000,41782.000000,40250.101563,40585.500000,40429.488281,26119
2015-02-16,40750.000000,41470.000000,40566.000000,40994.601563,40837.019531,15540
2015-02-18,40994.601563,41700.000000,40670.398438,41445.898438,41286.582031,10466
2015-02-19,41687.000000,41687.000000,40330.000000,41119.000000,40960.933594,9764
2015-02-20,41349.000000,41349.000000,40638.601563,40945.800781,40788.398438,7555
2015-02-23,40949.000000,41158.000000,40420.000000,40550.800781,40394.921875,5923
2015-02-24,40640.000000,41180.000000,40488.898438,40874.699219,40717.566406,6536
2015-02-25,40800.000000,41130.101563,40710.601563,40912.300781,40755.035156,7821
2015-02-26,40950.000000,40998.000000,39551.199219,39833.800781,39680.679688,18102
2015-02-27,40048.000000,41450.000000,40000.000000,41200.800781,41042.421875,13165
2015-02-28,null,null,null,null,null,null
2015-03-02,41305.000000,42474.898438,40787.101563,42286.199219,42123.640625,17509
2015-03-03,42300.000000,42365.898438,41750.601563,41975.199219,41813.851563,10024
2015-03-04,41474.898438,42149.000000,41160.000000,41323.898438,41165.050781,9595
2015-03-05,41448.000000,41940.000000,41204.398438,41634.199219,41474.156250,7062
2015-03-09,41634.199219,41634.199219,40912.398438,41065.398438,40907.539063,4418
2015-03-10,41423.898438,41547.699219,41149.101563,41262.199219,41103.593750,7050
2015-03-11,41350.000000,41924.000000,41201.800781,41451.800781,41292.464844,6071
2015-03-12,41550.000000,41850.000000,41429.000000,41651.199219,41491.093750,6049
2015-03-13,41784.000000,41840.000000,40100.000000,40241.398438,40086.710938,10038
2015-03-16,40300.000000,40499.398438,39698.101563,40160.898438,40006.515625,10671
2015-03-17,40299.000000,40700.000000,40003.000000,40459.699219,40304.171875,5397
2015-03-18,40695.000000,40763.898438,40313.000000,40555.101563,40399.207031,4375
2015-03-19,41178.601563,41178.601563,40150.000000,40298.300781,40143.394531,6393
2015-03-20,40400.000000,40594.800781,39697.101563,39891.101563,39737.757813,5935
2015-03-23,40000.000000,40196.101563,38065.101563,38471.898438,38324.015625,10310
2015-03-24,38510.000000,38999.000000,37586.898438,37714.000000,37569.027344,9230
2015-03-25,38010.000000,38010.000000,37350.000000,37610.898438,37466.324219,12640
2015-03-26,37400.000000,37549.000000,37003.300781,37150.500000,37007.691406,10750
2015-03-27,38000.000000,38000.000000,36908.300781,37661.898438,37517.128906,7681
2015-03-30,37965.000000,39134.898438,37850.000000,38829.601563,38680.339844,8712
2015-03-31,38999.000000,39450.000000,38551.500000,38750.601563,38601.640625,9714
2015-04-01,38850.000000,39660.398438,38405.300781,39557.000000,39404.941406,7711
2015-04-06,39557.000000,40080.000000,39516.101563,39891.398438,39738.054688,4780
2015-04-07,39850.000000,40753.699219,39547.300781,40612.199219,40456.082031,9166
2015-04-08,40924.000000,41093.000000,40550.000000,40865.101563,40708.007813,7299
2015-04-09,40940.000000,41109.898438,40500.101563,40831.199219,40674.242188,6553
2015-04-10,40900.000000,41450.000000,40450.101563,41326.898438,41168.039063,8441
2015-04-13,41499.000000,41990.000000,41300.000000,41856.101563,41695.207031,8456
2015-04-15,41856.101563,41979.898438,41405.101563,41561.101563,41401.343750,4894
2015-04-16,41501.000000,41740.000000,41009.601563,41559.601563,41399.847656,5894
2015-04-17,41684.199219,41884.601563,40700.101563,41014.398438,40856.734375,6622
2015-04-20,41390.000000,41390.000000,39753.101563,39911.601563,39758.183594,8571
2015-04-21,40000.000000,40332.898438,38925.101563,39068.398438,38918.222656,10453
2015-04-22,39389.000000,39499.000000,38201.500000,38739.898438,38590.980469,13941
2015-04-23,38980.000000,40609.000000,38950.500000,40014.199219,39860.382813,49516
2015-04-24,40255.000000,40388.000000,38701.101563,38944.601563,38794.890625,20820
2015-04-27,38900.000000,39199.898438,37000.000000,37148.199219,37005.398438,13346
2015-04-28,37185.601563,38049.898438,36675.101563,37315.101563,37171.660156,18750
2015-04-29,37350.000000,37625.000000,36880.000000,37025.601563,36883.265625,9515
2015-04-30,36924.000000,37089.000000,36402.101563,36664.101563,36523.164063,16100
2015-05-04,36664.101563,37950.000000,36664.101563,37813.300781,37667.941406,11178
2015-05-05,37813.000000,38098.898438,37640.398438,37881.800781,37736.175781,4729
2015-05-06,37690.000000,37850.000000,36160.898438,36345.699219,36205.992188,10909
2015-05-07,36299.898438,36300.101563,34702.000000,35003.101563,34868.554688,18142
2015-05-08,35288.000000,36150.000000,35286.898438,35902.398438,35764.382813,7340
2015-05-11,36102.000000,36873.398438,36011.101563,36715.500000,36574.359375,8453
2015-05-12,36705.000000,36848.898438,35205.601563,35402.601563,35266.515625,7855
2015-05-13,35550.000000,36330.000000,35261.000000,36140.601563,36001.679688,11067
2015-05-14,36589.000000,36589.000000,35400.000000,36452.199219,36312.070313,8303
2015-05-15,36687.000000,36800.000000,36300.000000,36513.601563,36373.242188,5527
2015-05-18,36450.000000,37350.000000,36450.000000,37187.199219,37044.250000,10926
2015-05-19,37100.000000,37277.601563,36001.101563,36219.699219,36080.464844,11900
2015-05-20,36351.000000,36534.898438,35656.000000,35922.000000,35783.914063,10331
2015-05-21,36090.000000,36270.000000,35645.000000,35762.898438,35625.421875,6130
2015-05-22,35991.000000,36001.000000,35580.101563,35675.500000,35538.363281,5129
2015-05-25,35675.000000,36100.000000,35500.000000,35572.199219,35435.453125,6353
2015-05-26,35800.000000,35980.000000,35501.000000,35559.101563,35422.406250,4581
2015-05-27,35590.000000,35946.898438,35118.398438,35740.898438,35603.507813,7335
2015-05-28,35750.000000,36000.000000,35280.000000,35381.699219,35245.687500,6443
2015-05-29,35310.000000,36002.000000,35310.000000,35874.300781,35736.402344,7513
2015-06-01,36200.000000,36380.000000,35860.500000,36029.300781,35890.796875,5403
2015-06-02,36150.000000,36199.000000,34343.000000,34613.300781,34480.246094,9303
2015-06-03,34799.000000,34989.000000,33879.898438,34748.898438,34615.324219,8633
2015-06-04,34899.000000,34999.898438,34000.000000,34706.800781,34573.386719,7349
2015-06-05,34500.000000,34785.898438,34200.000000,34353.398438,34221.347656,3942
2015-06-08,34353.398438,34399.000000,33761.000000,33832.398438,33702.339844,4927
2015-06-09,33715.000000,34059.000000,32502.000000,32765.300781,32639.347656,10185
2015-06-10,33000.000000,33475.101563,32900.000000,33285.101563,33157.160156,9217
2015-06-11,33535.000000,33750.000000,31680.000000,31856.400391,31733.941406,14726
2015-06-12,31995.000000,32149.900391,31360.000000,31878.099609,31755.560547,8506
2015-06-15,31910.099609,32490.300781,31502.099609,32219.199219,32095.345703,7449
2015-06-16,32200.000000,32490.000000,31901.000000,32401.199219,32276.648438,5565
2015-06-17,32446.599609,33534.898438,32446.599609,33032.601563,32905.621094,14035
2015-06-18,33150.000000,33350.000000,32810.000000,33006.398438,32879.519531,4861
2015-06-19,33000.101563,33673.398438,33000.101563,33225.398438,33097.683594,5975
2015-06-22,33300.000000,33950.000000,32900.000000,33811.500000,33681.527344,9398
2015-06-23,33850.000000,34440.000000,33814.000000,34227.398438,34095.820313,12198
2015-06-24,34227.000000,34549.000000,33565.101563,33807.500000,33677.546875,5743
2015-06-25,33600.500000,34030.000000,33500.000000,33760.398438,33630.617188,9508
2015-06-26,33780.000000,33970.000000,33500.000000,33742.601563,33612.898438,6292
2015-06-29,33300.000000,33500.000000,32600.900391,33229.398438,33101.664063,7182
2015-06-30,33000.000000,34400.101563,32920.199219,34230.898438,34099.312500,8837
2015-07-01,34199.000000,35170.000000,34031.101563,34756.398438,34622.792969,13239
2015-07-02,34850.000000,35235.000000,34693.898438,34807.898438,34674.097656,9762
2015-07-03,35000.000000,35198.000000,34660.101563,34860.800781,34726.796875,5847
2015-07-06,34000.000000,34939.898438,33787.398438,34837.601563,34703.675781,6105
2015-07-07,35000.000000,35500.601563,34837.000000,35102.199219,34967.261719,10000
2015-07-08,35100.000000,35350.000000,34699.898438,34928.101563,34793.832031,7929
2015-07-09,34999.000000,35500.000000,34999.000000,35166.300781,35031.117188,6615
2015-07-10,35299.000000,35600.000000,35080.898438,35199.898438,35064.585938,4546
2015-07-13,35400.000000,35790.000000,34851.300781,35714.500000,35577.210938,10799
2015-07-14,35948.898438,35948.898438,35350.000000,35486.101563,35349.691406,5496
2015-07-15,35600.000000,35888.000000,35520.000000,35646.800781,35509.769531,6461
2015-07-16,35900.000000,36268.000000,35600.000000,36101.300781,35962.519531,7772
2015-07-17,36199.000000,36399.000000,36110.000000,36217.699219,36078.476563,8249
2015-07-20,36370.000000,36750.000000,36206.101563,36598.500000,36457.816406,6498
2015-07-21,36580.000000,36845.000000,36011.199219,36154.898438,36015.914063,8268
2015-07-22,36299.898438,36546.898438,36200.000000,36358.398438,36218.632813,6335
2015-07-23,36524.898438,38299.898438,36524.898438,38094.199219,37947.761719,19862
2015-07-24,38155.300781,39199.898438,38155.300781,38531.601563,38383.484375,22726
2015-07-27,38700.000000,40100.000000,38001.000000,38986.101563,38836.234375,66489
2015-07-28,39387.000000,39570.898438,38911.101563,39286.101563,39135.082031,14637
2015-07-29,39445.000000,39800.000000,39301.000000,39504.898438,39353.035156,10506
2015-07-30,39777.000000,39809.898438,39256.000000,39402.699219,39251.234375,7533
2015-07-31,39550.000000,41179.898438,39240.000000,40839.199219,40682.214844,16848
2015-08-03,41399.898438,42750.000000,40910.000000,42554.699219,42391.117188,29745
2015-08-04,42699.000000,46079.898438,42500.000000,45699.898438,45524.226563,51033
2015-08-05,45699.898438,46399.000000,44952.000000,45384.601563,45210.136719,31505
2015-08-06,45384.000000,45444.000000,44590.000000,44764.800781,44595.671875,13216
2015-08-07,44801.000000,45499.000000,44621.101563,44922.398438,44752.667969,18023
2015-08-10,44901.000000,45325.601563,44250.000000,44510.800781,44342.632813,9673
2015-08-11,44420.000000,44600.000000,41250.000000,42540.898438,42380.171875,23911
2015-08-12,42000.000000,42290.000000,41301.000000,41518.898438,41362.035156,17464
2015-08-13,41690.000000,42640.398438,41591.898438,41854.199219,41696.070313,13040
2015-08-14,42088.000000,42920.000000,42030.000000,42567.601563,42406.773438,13375
2015-08-17,42600.000000,43189.101563,42200.000000,42597.398438,42436.457031,9371
2015-08-18,42942.898438,44398.000000,42671.101563,44138.101563,43971.339844,13425
2015-08-19,44266.000000,44500.000000,43651.101563,44053.800781,43887.355469,13203
2015-08-20,44074.000000,44671.601563,43210.000000,43446.199219,43282.050781,12185
2015-08-21,43200.000000,43603.101563,41800.000000,43388.601563,43224.667969,13184
2015-08-24,42700.000000,42700.000000,38000.199219,38788.898438,38642.347656,24954
2015-08-25,39880.000000,40250.000000,36679.101563,39882.800781,39732.113281,30120
2015-08-26,39900.000000,40549.699219,38822.601563,40069.800781,39918.402344,24497
2015-08-27,40500.000000,41500.000000,40500.000000,40907.898438,40753.343750,17189
2015-08-28,41550.000000,41749.898438,40699.000000,41007.601563,40852.667969,16890
2015-08-31,41007.601563,41449.000000,39888.000000,40392.199219,40239.597656,7629
2015-09-01,40199.000000,40237.800781,39020.199219,39684.500000,39534.562500,18614
2015-09-02,39858.000000,40544.300781,39656.101563,40263.398438,40111.277344,12230
2015-09-03,40325.000000,40769.898438,40150.000000,40258.800781,40106.695313,9436
2015-09-04,40050.000000,40051.000000,38450.000000,38678.101563,38531.964844,17021
2015-09-07,38680.000000,38927.601563,37768.000000,38005.199219,37861.613281,7879
2015-09-08,38000.000000,39547.500000,37689.300781,39328.601563,39180.011719,11752
2015-09-09,39560.000000,40178.398438,39220.000000,39526.601563,39377.265625,7510
2015-09-10,38731.000000,40800.000000,38501.101563,40614.000000,40460.546875,16595
2015-09-11,40800.000000,41546.601563,40001.101563,40536.199219,40383.042969,9765
2015-09-14,40540.398438,41000.000000,40152.398438,40815.601563,40661.386719,6425
2015-09-15,40650.000000,41199.000000,39849.898438,40240.000000,40087.968750,10425
2015-09-16,40261.000000,40520.000000,39500.000000,39873.398438,39722.746094,12667
2015-09-18,39873.398438,40500.000000,39873.398438,40166.500000,40014.742188,9294
2015-09-21,40299.000000,41580.000000,39810.000000,41418.800781,41262.312500,16371
2015-09-22,41420.000000,41799.000000,40866.000000,41442.601563,41286.027344,21202
2015-09-23,40759.000000,41228.398438,40520.101563,40935.398438,40780.730469,6388
2015-09-24,40999.898438,41544.000000,40872.800781,41262.199219,41106.300781,7713
2015-09-28,41262.199219,41990.000000,41009.398438,41242.898438,41087.074219,6615
2015-09-29,40700.000000,42068.000000,40700.000000,41574.101563,41417.023438,7602
2015-09-30,41998.000000,42185.000000,41651.000000,41935.898438,41777.453125,6592
2015-10-01,42000.000000,42225.000000,41400.101563,41629.898438,41472.613281,5417
2015-10-05,41629.898438,43562.000000,41618.000000,42877.800781,42715.800781,14409
2015-10-06,43100.101563,43500.000000,42455.601563,42549.601563,42388.839844,10762
2015-10-07,42550.000000,42969.898438,42400.000000,42587.800781,42426.890625,5104
2015-10-08,42650.000000,42830.000000,41580.101563,41895.898438,41737.609375,9062
2015-10-09,41930.101563,42590.000000,41220.000000,41373.800781,41217.484375,9340
2015-10-12,41410.000000,41575.000000,40797.898438,41104.601563,40949.304688,9874
2015-10-13,41397.601563,41464.000000,40949.898438,41180.500000,41024.917969,5714
2015-10-14,41279.898438,41480.000000,41050.000000,41254.800781,41098.937500,4728
2015-10-15,41300.000000,42147.000000,41300.000000,41848.898438,41690.785156,5489
2015-10-16,41951.000000,42330.000000,41720.199219,41899.000000,41740.699219,5778
2015-10-19,42060.000000,42060.000000,41666.101563,41914.800781,41756.445313,4304
2015-10-20,42070.000000,42587.898438,41900.000000,42172.898438,42013.566406,5936
2015-10-21,42026.601563,42379.000000,42026.601563,42225.898438,42066.363281,4672
2015-10-23,42225.898438,42898.000000,42225.898438,42631.101563,42470.039063,5706
2015-10-26,42700.000000,42887.699219,42063.000000,42237.199219,42077.617188,6702
2015-10-27,42070.000000,42240.101563,41500.000000,41578.398438,41421.304688,8802
2015-10-28,41300.000000,41990.000000,41105.101563,41248.101563,41092.261719,5291
2015-10-29,41370.000000,42244.898438,40501.000000,40659.898438,40506.281250,54271
2015-10-30,40675.000000,41047.500000,39510.000000,39751.398438,39601.207031,13081
2015-11-02,39888.000000,39888.000000,39111.000000,39358.800781,39210.093750,7442
2015-11-03,39744.000000,40200.000000,39510.000000,39731.601563,39581.492188,5738
2015-11-04,40050.000000,40050.000000,38900.500000,39019.898438,38872.472656,8203
2015-11-05,39174.000000,39174.000000,38340.000000,38556.398438,38410.722656,6625
